vin,model,primary_failed_part_capital,primary_failed_part,part_family,mileage_bucket,age_bucket,date,manufacturing_date,model_year,telematics_timestamp,dtc_code,dtc_subsystem,dtc_severity,dtc_recommendation,dtc_explanation,dtc_timestamp,claims_count,repairs_count,recalls_count,predicted_claim_prob,supplier_name,supplier_id,supplier_quality_score,defect_rate,failure_description,current_lat,current_lon,city,dealer_name,dealer_lat,dealer_lon,dealer_distance_km,customer_email,customer_mobile,battery_soc,battery_voltage,battery_temperature,battery_health_status,battery_charge_cycles,battery_degradation_pct,engine_rpm,coolant_temperature,water_pump_speed,oil_pressure,engine_load,engine_health_status,brake_pressure,brake_pad_wear_pct,brake_fluid_level,brake_torque,brake_health_status,ambient_temperature,vehicle_speed,anomaly_type,anomaly_timestamp,anomaly_severity,anomaly_description,anomaly_icon
1N4BGND1900045,Ariya,Clutch,Clutch,Transmission,0-10k,1-3yr,2025-01-30,2022-11-30,2022,2025-01-30 06:06:51,,,,,,,0,0,0,0.0281,Aisin AW North America,4FC24710,80,0.2,No failure detected,41.951253,-87.5898,"Chicago, IL",Chicago Downtown Nissan,41.8881,-87.6198,7.76,bijus.digital.world@gmail.com,+91 9380636750,75.2,376.2,15.4,Normal,178,4.2,851,195.8,1434,41.4,28.6,Normal,28.1,26.4,Normal,113.8,Normal,71.2,5,,,,,
1N4AARA1300046,Sentra,Brake Caliper,Brake Caliper,Brakes,30-60k,1-3yr,2025-03-23,2023-03-23,2023,2025-03-23 10:20:37,,,,,,,0,0,0,0.065,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,25.750349,-80.126214,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,6.61,bijus.digital.world@gmail.com,+91 9380636750,87.1,11.9,16.7,Critical,871,14.0,892,205.4,1594,38.9,15.0,Normal,28.2,13.8,Normal,116.8,Normal,45.7,0,,,,,
1N4AZRB1300047,Leaf,Battery Cable,Battery Cable,Battery,0-10k,1-3yr,2025-04-30,2024-04-30,2024,2025-04-30 22:43:37,,,,,,,0,0,0,0.0276,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,33.524796,-112.107333,"Phoenix, AZ",Phoenix Valley Nissan,33.4584,-112.064,8.8,bijus.digital.world@gmail.com,+91 9380636750,89.8,348.1,23.5,Normal,1089,3.4,745,199.1,1538,46.5,11.4,Normal,31.6,15.9,Normal,116.2,Normal,40.6,15,,,,,
1N4BGPB1400048,Ariya,12V Battery,12V Battery,Battery,10-30k,1-3yr,2025-05-14,2023-07-14,2023,2025-05-14 03:39:04,,,,,,,0,0,0,0.0518,LG Energy Solution,A1D0557A,92,0.08,No failure detected,34.113822,-118.324241,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,11.57,bijus.digital.world@gmail.com,+91 9380636750,82.2,384.3,27.7,Normal,369,10.1,771,181.3,1292,40.7,13.3,Normal,28.9,11.0,Normal,116.3,Normal,86.8,5,,,,,
1N4AZMK1600049,Leaf,12V Battery,12V Battery,Battery,30-60k,3-5yr,2025-04-28,2021-12-28,2021,2025-04-28 10:18:29,P0A80,Battery,CRITICAL,Replace hybrid battery pack,The battery pack is unable to hold sufficient charge and requires replacement.,2025-04-28 10:18:29,1,1,0,0.0567,LG Energy Solution,A1D0557A,92,0.08,Connector corrosion causing intermittent power loss,45.477723,-122.687409,"Portland, OR",Portland Nissan Center,45.5252,-122.6684,5.68,bijus.digital.world@gmail.com,+91 9380636750,35.1,306.3,42.0,Critical,1159,7.5,899,208.4,1270,49.4,31.9,Warning,28.3,53.9,Normal,104.4,Warning,79.1,0,DTC logged,2025-04-28 10:18:29,WARNING,Diagnostic trouble code P0A80 detected,wrench
1N4BGNK1300050,Ariya,Brake Rotor,Brake Rotor,Brakes,10-30k,<1yr,2025-03-22,2024-09-22,2024,2025-03-22 11:06:15,,,,,,,0,0,0,0.01,Continental Automotive Systems,14B23416,78,0.22,No failure detected,45.506551,-122.766328,"Portland, OR",Portland Nissan Center,45.5252,-122.6684,11.07,bijus.digital.world@gmail.com,+91 9380636750,94.6,338.1,25.6,Normal,989,0.9,822,206.1,1677,43.2,19.6,Normal,31.3,11.3,Normal,119.8,Normal,57.9,0,,,,,
1N4AARJ1400051,Sentra,HV Battery,HV Battery,Battery,10-30k,3-5yr,2025-06-05,2020-07-05,2020,2025-06-05 04:24:15,B1234,Body,CRITICAL,Replace hybrid battery pack,The Battery system has detected a fault requiring diagnostic attention.,2025-06-05 04:24:15,1,1,0,0.4991,AESC (Automotive Energy Supply),97330D39,88,0.12,Premature capacity loss from charging cycle wear,29.766886,-95.35971,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,0.39,bijus.digital.world@gmail.com,+91 9380636750,51.8,11.2,32.0,Critical,121,8.7,734,197.7,1088,31.4,21.0,Warning,29.5,63.5,Normal,101.5,Warning,100.0,0,DTC logged,2025-06-05 04:24:15,WARNING,Diagnostic trouble code B1234 detected,wrench
1N4BGRD1000052,Ariya,Battery Cable,Battery Cable,Battery,0-10k,1-3yr,2025-05-03,2022-12-03,2022,2025-05-03 03:50:22,,,,,,,0,0,0,0.01,Envision AESC,BA98DA71,75,0.25,No failure detected,39.732173,-105.062372,"Denver, CO",Denver Mountain Nissan,39.7492,-104.9803,9.3,bijus.digital.world@gmail.com,+91 9380636750,76.7,358.2,20.1,Normal,1054,6.5,744,199.1,1224,50.0,19.4,Normal,30.2,17.8,Normal,116.2,Normal,77.5,0,,,,,
1N4AZRF1600053,Leaf,12V Battery,12V Battery,Battery,30-60k,3-5yr,2025-01-29,2021-09-29,2021,2025-01-29 05:02:36,,,,,,,0,0,0,0.061,LG Energy Solution,A1D0557A,92,0.08,No failure detected,45.490168,-73.610723,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,6.39,bijus.digital.world@gmail.com,+91 9380636750,67.6,355.5,28.1,Normal,1076,10.7,767,183.2,1778,42.6,27.6,Normal,28.0,11.6,Normal,111.7,Normal,60.9,0,,,,,
1N4AZMD1300054,Leaf,Gearbox,Gearbox,Transmission,30-60k,5+yr,2025-04-26,2018-03-26,2018,2025-04-26 20:33:33,,,,,,,0,0,0,0.1434,JATCO North America,BD01AAB5,88,0.12,No failure detected,47.586741,-122.347776,"Seattle, WA",Seattle Pacific Nissan,47.6162,-122.3221,4.34,bijus.digital.world@gmail.com,+91 9380636750,84.7,346.9,23.2,Normal,1772,5.8,810,184.9,1795,37.6,13.4,Normal,29.0,15.3,Normal,102.2,Normal,60.9,15,,,,,
1N4AZMF1000055,Leaf,Brake Rotor,Brake Rotor,Brakes,0-10k,<1yr,2025-01-26,2024-12-26,2024,2025-01-26 05:04:56,,,,,,,0,0,0,0.0288,Continental Automotive Systems,14B23416,78,0.22,No failure detected,42.359379,-71.126468,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,8.69,bijus.digital.world@gmail.com,+91 9380636750,75.8,309.8,11.7,Critical,1819,9.5,897,207.7,1330,45.8,24.3,Normal,30.0,13.0,Normal,102.9,Normal,53.7,0,,,,,
1N4BGNK1200056,Ariya,12V Battery,12V Battery,Battery,30-60k,1-3yr,2025-03-01,2022-12-01,2022,2025-03-01 01:04:07,,,,,,,0,0,0,0.0473,Envision AESC,BA98DA71,75,0.25,No failure detected,43.619506,-79.420858,"Toronto, ON",Toronto Nissan Centre,43.6632,-79.3732,7.18,bijus.digital.world@gmail.com,+91 9380636750,65.9,344.8,22.1,Normal,968,1.7,810,200.7,1461,43.4,11.5,Normal,28.0,18.2,Normal,116.1,Normal,89.3,5,,,,,
1N4AAMJ1200057,Sentra,Spare Tire,Spare Tire,Tires,30-60k,1-3yr,2025-03-27,2023-05-27,2023,2025-03-27 09:40:18,,,,,,,0,0,0,0.1107,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,41.923686,-87.71953,"Chicago, IL",Chicago Downtown Nissan,41.8881,-87.6198,11.75,bijus.digital.world@gmail.com,+91 9380636750,93.9,12.6,26.0,Normal,167,5.6,845,189.9,1628,32.9,19.3,Normal,29.8,10.3,Normal,114.4,Normal,97.3,0,,,,,
1N4AANA1700058,Sentra,Gearbox,Gearbox,Transmission,60k+,3-5yr,2025-06-12,2022-06-12,2022,2025-06-12 23:15:48,,,,,,,0,0,0,0.1793,Aisin AW North America,4FC24710,80,0.2,No failure detected,42.421181,-71.070251,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,6.15,bijus.digital.world@gmail.com,+91 9380636750,94.9,11.9,29.6,Critical,1058,2.0,697,186.9,1265,48.3,16.4,Normal,32.0,28.6,Normal,115.2,Normal,96.5,0,,,,,
1N4BGMD1700059,Ariya,Front Tire,Front Tire,Tires,10-30k,1-3yr,2025-01-15,2022-02-15,2022,2025-01-15 23:11:47,,,,,,,0,0,0,0.1684,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,45.548186,-73.524237,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,5.47,bijus.digital.world@gmail.com,+91 9380636750,63.0,340.0,23.3,Normal,826,6.3,654,183.5,1263,39.3,11.0,Normal,28.0,16.6,Normal,100.4,Normal,72.8,0,,,,,
1N4AARF1000060,Sentra,Rear Tire,Rear Tire,Tires,30-60k,3-5yr,2025-06-25,2020-07-25,2020,2025-06-25 18:47:02,,,,,,,0,0,0,0.1715,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,34.03256,-118.21379,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,3.96,bijus.digital.world@gmail.com,+91 9380636750,89.1,13.7,24.3,Normal,1763,0.6,669,191.1,1740,37.1,19.5,Normal,31.4,22.3,Normal,113.1,Normal,64.9,10,,,,,
1N4BGMD1300061,Ariya,Front Tire,Front Tire,Tires,30-60k,1-3yr,2025-03-23,2024-01-23,2024,2025-03-23 19:27:57,C1201,Brakes,MEDIUM,Inspect brake system and ABS module,ABS control module has malfunctioned.,2025-03-23 19:27:57,1,0,0,0.1996,Bridgestone Americas,18C7AD62,90,0.1,Belt failure causing vibration,45.427466,-73.542255,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,9.5,bijus.digital.world@gmail.com,+91 9380636750,41.4,304.4,29.6,Critical,480,5.6,777,206.9,1322,47.6,35.1,Warning,30.8,51.7,Normal,110.7,Warning,98.2,10,DTC logged,2025-03-23 19:27:57,WARNING,Diagnostic trouble code C1201 detected,wrench
1N4AANB1900062,Sentra,HV Battery,HV Battery,Battery,0-10k,<1yr,2025-03-15,2024-11-15,2024,2025-03-15 14:38:24,,,,,,,0,0,0,0.2317,LG Energy Solution,A1D0557A,92,0.08,No failure detected,39.967735,-75.151326,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,0.71,bijus.digital.world@gmail.com,+91 9380636750,50.2,13.3,16.6,Normal,1080,6.6,716,195.4,1692,45.5,27.2,Normal,28.0,10.5,Normal,115.5,Normal,77.1,0,,,,,
1N4AZNB1000063,Leaf,HV Battery,HV Battery,Battery,30-60k,1-3yr,2025-04-04,2023-06-04,2023,2025-04-04 22:09:36,P0A80,Battery,CRITICAL,Replace hybrid battery pack,The battery pack is unable to hold sufficient charge and requires replacement.,2025-04-04 22:09:36,1,1,0,0.4773,LG Energy Solution,A1D0557A,92,0.08,Cell degradation due to thermal stress,42.299019,-71.015837,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,8.7,bijus.digital.world@gmail.com,+91 9380636750,43.4,311.7,33.5,Critical,987,4.7,768,210.8,1078,46.4,33.8,Warning,30.6,65.7,Normal,119.3,Warning,70.8,0,DTC logged,2025-04-04 22:09:36,WARNING,Diagnostic trouble code P0A80 detected,wrench
1N4AZPJ1500064,Leaf,Battery Cable,Battery Cable,Battery,0-10k,<1yr,2025-02-15,2024-03-15,2024,2025-02-15 19:19:53,,,,,,,0,0,0,0.0432,LG Energy Solution,A1D0557A,92,0.08,No failure detected,29.783103,-95.35971,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,1.41,bijus.digital.world@gmail.com,+91 9380636750,59.3,364.3,23.8,Normal,960,6.9,805,193.6,1247,47.2,13.5,Normal,28.0,11.8,Normal,110.2,Normal,84.3,30,,,,,
1N4AZPB1700065,Leaf,Brake Rotor,Brake Rotor,Brakes,60k+,1-3yr,2025-01-13,2022-10-13,2022,2025-01-13 14:11:34,,,,,,,0,0,0,0.0825,Brembo North America,D984E5F8,95,0.05,No failure detected,33.79891,-84.364577,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,4.67,bijus.digital.world@gmail.com,+91 9380636750,100.0,364.5,31.5,Normal,1576,2.8,824,190.3,1205,36.6,11.3,Normal,30.4,14.7,Normal,110.0,Normal,99.6,0,,,,,
1N4AANK1500066,Sentra,Brake Pad,Brake Pad,Brakes,10-30k,1-3yr,2025-03-08,2023-12-08,2023,2025-03-08 18:41:53,,,,,,,0,0,0,0.2457,Brembo North America,D984E5F8,95,0.05,No failure detected,37.836161,-122.464085,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,8.32,bijus.digital.world@gmail.com,+91 9380636750,59.1,12.1,18.5,Normal,304,5.0,872,198.9,1706,35.1,24.3,Normal,28.9,14.1,Normal,103.4,Normal,94.8,0,,,,,
1N4AZMK1000067,Leaf,Front Tire,Front Tire,Tires,10-30k,5+yr,2025-03-10,2018-08-10,2018,2025-03-10 21:13:48,C1710,Brakes,LOW,Inspect Front Tire and related systems,The Tires system has detected a fault requiring diagnostic attention.,2025-03-10 21:13:48,1,1,0,0.2276,Goodyear Tire & Rubber,819C1E2D,85,0.15,Uneven wear from alignment issues,42.446046,-71.146648,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,13.74,bijus.digital.world@gmail.com,+91 9380636750,51.3,303.1,37.1,Critical,1304,5.2,1127,191.9,1010,40.4,36.4,Warning,29.1,66.2,Normal,104.8,Warning,79.5,20,DTC logged,2025-03-10 21:13:48,INFO,Diagnostic trouble code C1710 detected,wrench
1N4AZPK1300068,Leaf,Front Tire,Front Tire,Tires,10-30k,<1yr,2025-03-10,2024-09-10,2024,2025-03-10 15:25:47,C1201,Brakes,MEDIUM,Inspect brake system and ABS module,ABS control module has malfunctioned.,2025-03-10 15:25:47,1,1,0,0.1074,Bridgestone Americas,18C7AD62,90,0.1,Tread separation due to manufacturing defect,36.244675,-115.10971,"Las Vegas, NV",United Nissan,36.1799,-115.1298,7.53,bijus.digital.world@gmail.com,+91 9380636750,56.5,307.2,38.8,Critical,1414,8.8,995,193.2,1466,30.9,29.5,Warning,28.1,55.3,Normal,111.2,Warning,87.7,15,DTC logged,2025-03-10 15:25:47,WARNING,Diagnostic trouble code C1201 detected,wrench
1N4AZNF1000069,Leaf,Front Tire,Front Tire,Tires,60k+,1-3yr,2025-01-04,2023-11-04,2023,2025-01-04 20:20:22,C1710,Brakes,LOW,Inspect Front Tire and related systems,The Tires system has detected a fault requiring diagnostic attention.,2025-01-04 20:20:22,1,1,0,0.3577,Goodyear Tire & Rubber,819C1E2D,85,0.15,Tread separation due to manufacturing defect,34.080488,-118.290006,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,6.57,bijus.digital.world@gmail.com,+91 9380636750,52.0,307.8,43.6,Critical,1571,9.5,786,201.1,1385,44.9,25.8,Warning,31.0,57.6,Normal,115.3,Warning,43.9,0,DTC logged,2025-01-04 20:20:22,INFO,Diagnostic trouble code C1710 detected,wrench
1N4AZNB1100070,Leaf,HV Battery,HV Battery,Battery,30-60k,1-3yr,2025-01-30,2022-02-28,2022,2025-01-30 01:52:05,,,,,,,0,0,0,0.6093,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,29.774814,-95.287277,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,8.06,bijus.digital.world@gmail.com,+91 9380636750,73.7,349.8,22.4,Normal,643,11.3,678,194.1,1347,32.2,29.8,Normal,32.0,23.4,Normal,103.6,Normal,100.0,0,,,,,
1N4BGPJ1800071,Ariya,Torque Converter,Torque Converter,Transmission,30-60k,1-3yr,2025-05-03,2023-07-03,2023,2025-05-03 02:10:44,P0734,Transmission,HIGH,Inspect transmission fluid and transmission control module,The Transmission system has detected a fault requiring diagnostic attention.,2025-05-03 02:10:44,0,1,0,0.0191,ZF Friedrichshafen NA,67A49191,72,0.28,Transmission control module software fault,45.433412,-73.555768,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,8.69,bijus.digital.world@gmail.com,+91 9380636750,28.9,307.0,31.4,Critical,633,0.5,623,196.4,1186,35.7,33.5,Warning,28.4,67.1,Normal,102.3,Warning,73.9,25,DTC logged,2025-05-03 02:10:44,WARNING,Diagnostic trouble code P0734 detected,wrench
1N4AANJ1700072,Sentra,Brake Rotor,Brake Rotor,Brakes,10-30k,<1yr,2025-01-17,2024-08-17,2024,2025-01-17 08:09:14,,,,,,,0,0,0,0.0351,Brembo North America,D984E5F8,95,0.05,No failure detected,43.609416,-79.294011,"Toronto, ON",Toronto Nissan Centre,43.6632,-79.3732,10.63,bijus.digital.world@gmail.com,+91 9380636750,75.4,12.7,30.2,Normal,227,0.3,783,180.0,1621,50.0,26.6,Normal,29.9,19.9,Normal,117.6,Normal,53.1,0,,,,,
1N4AAPD1300073,Sentra,HV Battery,HV Battery,Battery,10-30k,1-3yr,2025-04-18,2022-12-18,2022,2025-04-18 06:16:27,,,,,,,0,0,0,0.3039,LG Energy Solution,A1D0557A,92,0.08,No failure detected,40.021249,-75.19511,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,7.87,bijus.digital.world@gmail.com,+91 9380636750,100.0,12.5,23.9,Normal,1541,1.0,710,188.9,1448,36.5,14.8,Normal,29.4,26.7,Normal,117.6,Normal,67.6,0,,,,,
1N4BGPJ1600074,Ariya,HV Battery,HV Battery,Battery,10-30k,<1yr,2025-03-07,2025-02-07,2025,2025-03-07 17:46:02,,,,,,,0,0,0,0.2957,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,33.507499,-112.016523,"Phoenix, AZ",Phoenix Valley Nissan,33.4584,-112.064,7.58,bijus.digital.world@gmail.com,+91 9380636750,90.3,337.4,19.2,Normal,741,9.3,892,189.1,1418,35.6,21.7,Normal,29.1,14.2,Normal,108.4,Normal,84.4,25,,,,,
1N4BGPB1200075,Ariya,12V Battery,12V Battery,Battery,10-30k,1-3yr,2025-02-13,2024-02-13,2024,2025-02-13 23:19:33,,,,,,,0,0,0,0.01,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,45.567092,-122.620022,"Portland, OR",Portland Nissan Center,45.5252,-122.6684,7.1,bijus.digital.world@gmail.com,+91 9380636750,57.6,357.1,24.9,Normal,298,14.8,765,191.1,1367,45.5,14.0,Normal,30.4,29.3,Normal,106.9,Normal,69.7,0,,,,,
1N4BGND1100076,Ariya,Rear Tire,Rear Tire,Tires,0-10k,1-3yr,2025-02-24,2023-02-24,2023,2025-02-24 11:09:02,B1234,Body,CRITICAL,Inspect electrical system and control modules,The Tires system has detected a fault requiring diagnostic attention.,2025-02-24 11:09:02,0,0,1,0.0658,Goodyear Tire & Rubber,819C1E2D,85,0.15,Tread separation due to manufacturing defect,32.839403,-96.731595,"Dallas, TX",Dallas Central Nissan,32.7867,-96.787,8.49,bijus.digital.world@gmail.com,+91 9380636750,52.3,310.4,26.0,Critical,1945,13.6,802,193.7,1215,33.5,34.6,Warning,30.2,67.1,Normal,110.5,Warning,78.0,0,DTC logged,2025-02-24 11:09:02,WARNING,Diagnostic trouble code B1234 detected,wrench
1N4AAMA1400077,Sentra,Gearbox,Gearbox,Transmission,30-60k,3-5yr,2025-05-31,2021-06-30,2021,2025-05-31 22:25:39,,,,,,,0,0,0,0.0934,ZF Friedrichshafen NA,67A49191,72,0.28,No failure detected,29.685265,-95.304575,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,11.26,bijus.digital.world@gmail.com,+91 9380636750,85.4,13.0,25.7,Normal,1647,14.3,684,183.2,1546,42.9,11.0,Normal,31.0,15.8,Normal,112.7,Normal,91.8,5,,,,,
1N4AZPB1500078,Leaf,Gearbox,Gearbox,Transmission,30-60k,3-5yr,2025-05-08,2021-04-08,2021,2025-05-08 10:47:56,P0734,Transmission,HIGH,Inspect transmission fluid and transmission control module,The Transmission system has detected a fault requiring diagnostic attention.,2025-05-08 10:47:56,1,0,0,0.1454,ZF Friedrichshafen NA,67A49191,72,0.28,Clutch pack degradation from thermal stress,33.970038,-118.246583,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,10.33,bijus.digital.world@gmail.com,+91 9380636750,59.1,314.5,29.5,Critical,837,0.2,734,204.1,1164,41.8,39.7,Warning,28.9,59.2,Normal,109.7,Warning,45.2,0,DTC logged,2025-05-08 10:47:56,WARNING,Diagnostic trouble code P0734 detected,wrench
1N4AZPB1600079,Leaf,Rear Tire,Rear Tire,Tires,0-10k,<1yr,2025-03-16,2024-10-16,2024,2025-03-16 20:01:52,,,,,,,0,0,0,0.0563,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,32.724628,-96.878982,"Dallas, TX",Dallas Central Nissan,32.7867,-96.787,12.32,bijus.digital.world@gmail.com,+91 9380636750,100.0,346.3,24.6,Normal,1244,4.3,661,201.1,1718,41.5,24.5,Normal,28.0,23.9,Normal,115.5,Normal,65.6,0,,,,,
1N4AARJ1300080,Sentra,Brake Caliper,Brake Caliper,Brakes,30-60k,1-3yr,2025-01-17,2022-10-17,2022,2025-01-17 10:54:12,C1201,Brakes,MEDIUM,Inspect brake system and ABS module,ABS control module has malfunctioned.,2025-01-17 10:54:12,0,1,0,0.0943,Brembo North America,D984E5F8,95,0.05,Rotor warping due to thermal cycling,49.220718,-123.118358,"Vancouver, BC",Vancouver Nissan Service,49.2927,-123.1107,8.04,bijus.digital.world@gmail.com,+91 9380636750,57.1,11.1,27.4,Critical,1609,4.5,1092,187.9,1457,43.5,30.7,Warning,23.8,72.9,Low,86.7,Critical,51.3,20,DTC logged,2025-01-17 10:54:12,WARNING,Diagnostic trouble code C1201 detected,wrench
1N4BGNJ1600081,Ariya,Battery Cable,Battery Cable,Battery,10-30k,1-3yr,2025-02-10,2023-11-10,2023,2025-02-10 02:38:17,,,,,,,0,0,0,0.0639,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,45.450876,-122.643265,"Portland, OR",Portland Nissan Center,45.5252,-122.6684,8.71,bijus.digital.world@gmail.com,+91 9380636750,100.0,370.4,15.8,Normal,1334,10.9,747,210.0,1675,44.4,20.6,Normal,29.1,17.6,Normal,118.6,Normal,66.8,0,,,,,
1N4BGND1500082,Ariya,Battery Cable,Battery Cable,Battery,10-30k,<1yr,2025-01-14,2024-07-14,2024,2025-01-14 02:41:00,,,,,,,0,0,0,0.0498,LG Energy Solution,A1D0557A,92,0.08,No failure detected,39.881789,-75.211146,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,10.91,bijus.digital.world@gmail.com,+91 9380636750,81.5,380.7,24.3,Normal,1013,3.1,788,187.5,1684,38.1,27.6,Normal,30.5,11.6,Normal,102.7,Normal,82.7,0,,,,,
1N4AAPJ1300083,Sentra,Torque Converter,Torque Converter,Transmission,0-10k,<1yr,2025-06-14,2025-03-14,2025,2025-06-14 02:23:03,P0730,Transmission,HIGH,Inspect transmission fluid and transmission control module,Incorrect gear ratio detected in transmission.,2025-06-14 02:23:03,0,1,0,0.0136,Aisin AW North America,4FC24710,80,0.2,Torque converter seal leak,33.533805,-112.12391,"Phoenix, AZ",Phoenix Valley Nissan,33.4584,-112.064,10.69,bijus.digital.world@gmail.com,+91 9380636750,62.1,11.0,38.0,Critical,981,6.2,954,213.0,1218,32.7,31.0,Warning,30.8,66.0,Normal,103.6,Warning,80.9,0,DTC logged,2025-06-14 02:23:03,WARNING,Diagnostic trouble code P0730 detected,wrench
1N4AAPJ1100084,Sentra,Front Tire,Front Tire,Tires,10-30k,5+yr,2025-04-20,2019-08-20,2019,2025-04-20 10:01:03,C1201,Brakes,MEDIUM,Inspect brake system and ABS module,ABS control module has malfunctioned.,2025-04-20 10:01:03,1,1,0,0.2121,Bridgestone Americas,18C7AD62,90,0.1,Uneven wear from alignment issues,45.590709,-73.537931,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,9.03,bijus.digital.world@gmail.com,+91 9380636750,52.5,11.2,37.4,Critical,763,1.0,648,204.6,1475,35.5,20.2,Warning,28.2,59.8,Normal,112.5,Warning,53.8,40,DTC logged,2025-04-20 10:01:03,WARNING,Diagnostic trouble code C1201 detected,wrench
1N4AAMK1400085,Sentra,HV Battery,HV Battery,Battery,10-30k,1-3yr,2025-05-14,2023-10-14,2023,2025-05-14 02:28:36,B1234,Body,CRITICAL,Replace hybrid battery pack,The Battery system has detected a fault requiring diagnostic attention.,2025-05-14 02:28:36,1,0,0,0.2796,AESC (Automotive Energy Supply),97330D39,88,0.12,Manufacturing defect in battery management system,43.566353,-79.296353,"Toronto, ON",Toronto Nissan Centre,43.6632,-79.3732,13.72,bijus.digital.world@gmail.com,+91 9380636750,50.9,11.2,26.4,Critical,280,0.7,1045,201.9,1042,33.5,22.0,Warning,29.8,61.9,Normal,111.2,Warning,69.8,0,DTC logged,2025-05-14 02:28:36,WARNING,Diagnostic trouble code B1234 detected,wrench
1N4AZNB1600086,Leaf,Brake Pad,Brake Pad,Brakes,0-10k,<1yr,2025-01-31,2024-09-30,2024,2025-01-31 23:10:34,,,,,,,0,0,0,0.1651,Continental Automotive Systems,14B23416,78,0.22,No failure detected,25.745664,-80.102971,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,9.21,bijus.digital.world@gmail.com,+91 9380636750,71.1,324.0,14.9,Critical,605,3.6,710,200.3,1784,41.2,11.8,Normal,28.0,15.2,Normal,119.8,Normal,77.5,0,,,,,
1N4AAMD1300087,Sentra,Brake Rotor,Brake Rotor,Brakes,0-10k,1-3yr,2025-04-08,2024-04-08,2024,2025-04-08 22:22:00,,,,,,,0,0,0,0.01,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,33.740171,-84.310703,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,7.76,bijus.digital.world@gmail.com,+91 9380636750,99.4,12.0,28.7,Critical,1486,9.3,684,183.4,1303,41.7,19.2,Normal,32.0,28.8,Normal,106.1,Normal,73.9,0,,,,,
1N4AANF1000088,Sentra,Brake Rotor,Brake Rotor,Brakes,60k+,1-3yr,2025-01-24,2023-05-24,2023,2025-01-24 10:58:17,,,,,,,0,0,0,0.0728,Brembo North America,D984E5F8,95,0.05,No failure detected,33.371103,-112.028414,"Phoenix, AZ",Phoenix Valley Nissan,33.4584,-112.064,10.46,bijus.digital.world@gmail.com,+91 9380636750,54.4,12.4,23.1,Normal,1017,15.0,786,180.0,1708,39.3,17.8,Normal,32.0,24.2,Normal,117.4,Normal,54.4,0,,,,,
1N4BGRJ1200089,Ariya,Gearbox,Gearbox,Transmission,10-30k,<1yr,2025-04-11,2024-09-11,2024,2025-04-11 09:25:42,,,,,,,0,0,0,0.0482,Aisin AW North America,4FC24710,80,0.2,No failure detected,49.334232,-123.204664,"Vancouver, BC",Vancouver Nissan Service,49.2927,-123.1107,11.4,bijus.digital.world@gmail.com,+91 9380636750,83.3,360.4,21.7,Normal,1456,4.5,899,205.7,1760,50.0,23.0,Normal,28.0,11.9,Normal,104.0,Normal,82.8,5,,,,,
